name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-2777,NO,3.6,4.3,3,0.688,-0.5,0.99,-0.55,5.9e-01,1.0e+00,0.9998,1357,3,7,3,4,3,2
GENE-2781,NO,6.8,6.3,7.2,1.152,0.2,0.72,0.28,7.8e-01,1.0e+00,0.9998,1358,7.9,4,7,8.9,6.9,5.9
GENE-2786,NO,8.1,7.3,8.9,1.221,0.3,0.7,0.41,6.8e-01,1.0e+00,0.9998,1359,9.9,7,5,12.9,7.9,5.9
GENE-2788,NO,19.3,18.9,19.8,1.046,0.1,0.45,0.15,8.8e-01,1.0e+00,0.9998,1360,19.8,14.9,21.9,20.8,21.7,16.8
GENE-2789,NO,394.2,374,414.3,1.108,0.1,0.19,0.77,4.4e-01,1.0e+00,0.9998,1361,336.8,385.2,400,395.8,405.7,441.4
GENE-2790,NO,12.5,13.3,11.9,0.895,-0.2,0.58,-0.28,7.8e-01,1.0e+00,0.9998,1362,15.9,14.9,9,13.9,14.8,6.9
GENE-2792,NO,23.1,20.2,26,1.288,0.4,0.44,0.84,4.0e-01,1.0e+00,0.9998,1363,22.8,17.9,19.9,32.7,26.6,18.8
GENE-2798,NO,2059.2,2185.9,1932.4,0.884,-0.2,0.25,-0.71,4.8e-01,1.0e+00,0.9998,1364,1858.5,2298.5,2400.8,2417.2,1511.4,1868.6
GENE-2799,NO,390.7,427.1,354.3,0.83,-0.3,0.25,-1.07,2.9e-01,1.0e+00,0.9998,1365,352.7,556.5,372.1,345.3,351.5,366.2
GENE-2802,NO,67.4,70.4,64.5,0.916,-0.1,1.21,-0.1,9.2e-01,1.0e+00,0.9998,1366,173.4,32.9,5,46.5,91.6,55.4
GENE-2809,NO,691.9,600,783.7,1.306,0.4,0.44,0.87,3.8e-01,1.0e+00,0.9998,1367,714.3,309.6,776.1,1098.3,395.8,857.1
GENE-2810,NO,178,207.9,148.1,0.712,-0.5,0.42,-1.15,2.5e-01,1.0e+00,0.9998,1368,289.3,127.4,206.9,80.1,212.7,151.4
GENE-2816,NO,4.5,4.3,4.6,1.071,0.1,0.94,0.11,9.2e-01,1.0e+00,0.9998,1369,4,4,5,2,3,8.9
GENE-2818,NO,4.1,4,4.3,1.077,0.1,0.89,0.12,9.1e-01,1.0e+00,0.9998,1370,4,4,4,4,5.9,3
GENE-2819,NO,220.4,224.2,216.7,0.967,0,0.24,-0.2,8.4e-01,1.0e+00,0.9998,1371,266.5,191.1,214.9,238.5,219.6,192
GENE-2820,NO,39.6,37.7,41.5,1.099,0.1,0.33,0.42,6.8e-01,1.0e+00,0.9998,1372,37.6,36.8,38.8,41.6,41.4,41.6
GENE-2822,NO,52.5,45.1,59.9,1.33,0.4,0.35,1.19,2.4e-01,1.0e+00,0.9998,1373,36.7,52.8,45.8,47.5,55.1,77.2
GENE-2830,NO,1.5,2,1,0.496,-1,1.7,-0.59,5.5e-01,1.0e+00,0.9998,1374,2,2,2,0,3,0
GENE-2836,NO,74.7,82.8,66.5,0.803,-0.3,0.28,-1.12,2.6e-01,1.0e+00,0.9998,1375,83.2,92.6,72.6,73.2,57.1,69.3
GENE-2837,NO,29.7,29.8,29.6,0.994,0,0.48,-0.02,9.9e-01,1.0e+00,0.9998,1376,40.6,34.8,13.9,25.7,36.4,26.7
GENE-2840,NO,20,14.6,25.4,1.74,0.8,0.49,1.62,1.1e-01,1.0e+00,0.9998,1377,9.9,15.9,17.9,34.6,21.7,19.8
GENE-2844,NO,60.3,60,60.6,1.011,0,0.3,0.05,9.6e-01,1.0e+00,0.9998,1378,58.5,56.7,64.7,70.3,61,50.5
GENE-2850,NO,371.5,426.8,316.2,0.741,-0.4,0.37,-1.17,2.4e-01,1.0e+00,0.9998,1379,322,468.9,489.5,180.1,300.3,468.1
GENE-2856,NO,2.1,1.3,3,2.237,1.2,1.26,0.92,3.6e-01,1.0e+00,0.9998,1380,1,1,2,3,3,3
GENE-2860,NO,217.2,234.5,199.9,0.852,-0.2,0.23,-1,3.2e-01,1.0e+00,0.9998,1381,247.7,246.9,208.9,226.6,203.8,169.2
GENE-2869,NO,27.3,27.5,27,0.982,0,0.4,-0.06,9.5e-01,1.0e+00,0.9998,1382,24.8,30.9,26.9,34.6,24.6,21.8
GENE-2870,NO,4.5,4.6,4.3,0.923,-0.1,0.89,-0.13,9.0e-01,1.0e+00,0.9998,1383,5.9,2,6,4,4.9,4
GENE-2872,NO,6947.7,6502.1,7393.3,1.137,0.2,0.22,0.84,4.0e-01,1.0e+00,0.9998,1384,5856,7163.3,6487,7176.5,6122.4,8880.9
GENE-2873,NO,105,104.7,105.4,1.007,0,0.26,0.04,9.7e-01,1.0e+00,0.9998,1385,119.9,93.6,100.5,93,101.4,121.7
GENE-2874,NO,34,31.8,36.2,1.139,0.2,0.49,0.38,7.0e-01,1.0e+00,0.9998,1386,15.9,44.8,34.8,23.7,34.5,50.5
GENE-2875,NO,1317.2,1282.9,1351.4,1.053,0.1,0.18,0.41,6.8e-01,1.0e+00,0.9998,1387,1243.3,1325.9,1279.5,1477.3,1389.3,1187.7
GENE-2876,NO,576.3,569.6,583,1.023,0,0.24,0.14,8.9e-01,1.0e+00,0.9998,1388,603.3,519.6,586,459.1,725.7,564.1
GENE-2880,NO,713.8,803,624.5,0.778,-0.4,0.23,-1.57,1.2e-01,1.0e+00,0.9998,1389,949.1,784.4,675.6,599.6,550.4,723.5
GENE-2881,NO,477.4,462,492.7,1.066,0.1,0.18,0.5,6.1e-01,1.0e+00,0.9998,1390,477.5,431,477.6,529.4,464.7,484
GENE-2884,NO,7.4,6.6,8.2,1.243,0.3,0.71,0.44,6.6e-01,1.0e+00,0.9998,1391,8.9,5,6,8.9,10.8,4.9
GENE-2890,NO,533.6,530.3,536.8,1.012,0,0.19,0.09,9.2e-01,1.0e+00,0.9998,1392,520.1,536.6,534.3,530.3,484.4,595.8
GENE-2895,NO,8.3,8.9,7.6,0.848,-0.2,0.84,-0.28,7.8e-01,1.0e+00,0.9998,1393,16.8,3,7,7.9,3,11.9
GENE-2899,NO,220.1,215,225.3,1.048,0.1,0.22,0.31,7.6e-01,1.0e+00,0.9998,1394,218.9,242.9,183.1,229.6,226.5,219.7
GENE-2910,NO,21.8,22.5,21.1,0.936,-0.1,0.45,-0.21,8.3e-01,1.0e+00,0.9998,1395,19.8,22.9,24.9,28.7,19.7,14.8
GENE-2912,NO,32.8,26.8,38.8,1.447,0.5,0.44,1.21,2.3e-01,1.0e+00,0.9998,1396,18.8,36.8,24.9,25.7,49.2,41.6
GENE-2919,NO,8.1,6.6,9.6,1.442,0.5,0.69,0.76,4.5e-01,1.0e+00,0.9998,1397,5.9,9,5,12.9,5.9,9.9
GENE-2920,NO,36.2,32.5,39.9,1.227,0.3,0.35,0.85,4.0e-01,1.0e+00,0.9998,1398,29.7,28.9,38.8,38.6,39.4,41.6
GENE-2925,NO,8.6,8.9,8.2,0.92,-0.1,0.64,-0.19,8.5e-01,1.0e+00,0.9998,1399,6.9,11.9,8,7.9,7.9,8.9
GENE-2930,NO,7.9,8.3,7.6,0.915,-0.1,0.67,-0.19,8.5e-01,1.0e+00,0.9998,1400,8.9,9,7,4.9,8.9,8.9
GENE-2932,NO,4,2.3,5.6,2.414,1.3,0.95,1.34,1.8e-01,1.0e+00,0.9998,1401,2,2,3,4.9,5.9,5.9
GENE-2943,NO,8.8,8.3,9.2,1.114,0.2,0.65,0.24,8.1e-01,1.0e+00,0.9998,1402,5.9,9,9.9,11.9,6.9,8.9
GENE-2944,NO,182.1,230.3,133.9,0.581,-0.8,1.57,-0.5,6.2e-01,1.0e+00,0.9998,1403,640,5,45.8,56.4,225.5,119.8
GENE-2945,NO,18.2,17.3,19.1,1.109,0.1,0.59,0.25,8.0e-01,1.0e+00,0.9998,1404,14.9,27.9,9,20.8,10.8,25.7
GENE-2947,NO,1.7,2.7,0.7,0.249,-2,1.59,-1.26,2.1e-01,1.0e+00,0.9998,1405,2,4,2,1,0,1
GENE-2948,NO,819.4,809.5,829.2,1.024,0,0.22,0.16,8.7e-01,1.0e+00,0.9998,1406,797.5,800.3,830.8,714.4,1017.1,756.2
GENE-2952,NO,279.7,190.2,369.3,1.942,1,1.18,0.81,4.2e-01,1.0e+00,0.9998,1407,368.5,19.9,182.1,467,81.7,559.2
GENE-2957,NO,208.3,231.2,185.4,0.802,-0.3,0.23,-1.39,1.7e-01,1.0e+00,0.9998,1408,221.9,217,254.7,190,209.7,156.4
GENE-2965,NO,22.5,19.5,25.4,1.298,0.4,0.44,0.85,3.9e-01,1.0e+00,0.9998,1409,21.8,18.9,17.9,27.7,17.7,30.7
GENE-2967,NO,237.9,258.8,217,0.838,-0.3,0.26,-0.97,3.3e-01,1.0e+00,0.9998,1410,210,323.5,242.8,209.8,249.1,192
GENE-2968,NO,594.1,579.1,609.1,1.052,0.1,0.31,0.24,8.1e-01,1.0e+00,0.9998,1411,516.2,435,786,448.2,711.9,667.1
GENE-2981,NO,4.1,5.3,3,0.559,-0.8,0.91,-0.92,3.6e-01,1.0e+00,0.9998,1412,6.9,4,5,3,3,3
GENE-2982,NO,1.3,1,1.7,1.658,0.7,1.53,0.48,6.3e-01,1.0e+00,0.9998,1413,1,1,1,2,1,2
GENE-2984,NO,2.3,3.3,1.3,0.397,-1.3,1.4,-0.95,3.4e-01,1.0e+00,0.9998,1414,4,1,5,1,3,0
GENE-2991,NO,488.9,486.1,491.7,1.012,0,0.29,0.06,9.5e-01,1.0e+00,0.9998,1415,351.7,559.4,547.2,625.3,457.9,391.9
GENE-2995,NO,2522.5,2696.5,2348.4,0.871,-0.2,0.28,-0.72,4.7e-01,1.0e+00,0.9998,1416,1945.7,3616.5,2527.2,2176.8,2663.4,2205.1
GENE-2997,NO,680.4,591.2,769.5,1.301,0.4,0.43,0.89,3.8e-01,1.0e+00,0.9998,1417,325.9,412.1,1035.7,704.5,643.9,960
GENE-3001,NO,2.1,1.7,2.7,1.594,0.7,1.55,0.43,6.7e-01,1.0e+00,0.9998,1418,5,0,0,2,3,3
GENE-3005,NO,106.7,115.6,97.8,0.846,-0.2,0.24,-1,3.2e-01,1.0e+00,0.9998,1419,111,125.4,110.4,98,91.6,103.9
GENE-3012,NO,16.3,14.9,17.8,1.192,0.3,0.53,0.48,6.3e-01,1.0e+00,0.9998,1420,10.9,11.9,21.9,13.9,22.6,16.8
GENE-3013,NO,320.7,287.5,353.9,1.231,0.3,0.22,1.35,1.8e-01,1.0e+00,0.9998,1421,321,293.7,247.7,310.7,397.8,353.3
GENE-3018,NO,233.5,238.8,228.2,0.956,-0.1,0.25,-0.27,7.9e-01,1.0e+00,0.9998,1422,254.6,245.9,215.9,187,218.6,279.1
GENE-3019,NO,4.6,5,4.3,0.862,-0.2,0.87,-0.25,8.0e-01,1.0e+00,0.9998,1423,6.9,4,4,3,3.9,5.9
GENE-3021,NO,16.5,22.2,10.9,0.49,-1,0.72,-1.44,1.5e-01,1.0e+00,0.9998,1424,7.9,33.8,24.9,18.8,3.9,9.9
GENE-3025,NO,77.9,76.5,79.4,1.038,0.1,0.36,0.15,8.8e-01,1.0e+00,0.9998,1425,96.1,84.6,48.8,83.1,60.1,95
GENE-3029,NO,11.2,10.6,11.9,1.119,0.2,0.59,0.27,7.8e-01,1.0e+00,0.9998,1426,9.9,14.9,7,13.9,9.8,11.9
GENE-3033,NO,14.8,11.3,18.4,1.632,0.7,1.18,0.6,5.5e-01,1.0e+00,0.9998,1427,0,28.9,5,3,40.4,11.9
GENE-3034,NO,3.3,3,3.6,1.214,0.3,1.22,0.23,8.2e-01,1.0e+00,0.9998,1428,2,7,0,2,4.9,4
GENE-3035,NO,8.9,10.3,7.5,0.737,-0.4,0.64,-0.69,4.9e-01,1.0e+00,0.9998,1429,10.9,8,11.9,5.9,9.8,6.9
GENE-3037,NO,2114.5,2056.1,2173,1.057,0.1,0.24,0.34,7.4e-01,1.0e+00,0.9998,1430,2215.2,2329.4,1623.8,2092.7,1892.5,2533.7
GENE-3038,NO,917.1,900.6,933.7,1.037,0.1,0.16,0.32,7.5e-01,1.0e+00,0.9998,1431,900.5,891.9,909.4,988.5,896,916.5
GENE-3043,NO,204.4,206,202.8,0.985,0,0.2,-0.11,9.1e-01,1.0e+00,0.9998,1432,209,200.1,208.9,204.8,213.7,190
GENE-3049,NO,3.5,2.7,4.3,1.617,0.7,1.06,0.66,5.1e-01,1.0e+00,0.9998,1433,4,3,1,4,2,6.9
GENE-3051,NO,32.2,36.4,28,0.768,-0.4,0.37,-1.04,3.0e-01,1.0e+00,0.9998,1434,33.7,38.8,36.8,32.7,27.6,23.8
GENE-3061,NO,29.9,27.8,31.9,1.148,0.2,0.4,0.5,6.1e-01,1.0e+00,0.9998,1435,25.8,23.9,33.8,33.6,24.6,37.6
GENE-3062,NO,17.8,18.6,17.1,0.923,-0.1,0.49,-0.24,8.1e-01,1.0e+00,0.9998,1436,14.9,14.9,25.9,15.8,19.7,15.8
GENE-3066,NO,236.1,226.5,245.6,1.084,0.1,0.22,0.53,5.9e-01,1.0e+00,0.9998,1437,250.6,208.1,220.9,247.4,272.7,216.8
GENE-3067,NO,1016.1,1008.5,1023.6,1.015,0,0.19,0.12,9.1e-01,1.0e+00,0.9998,1438,1069,998.4,958.1,957.8,956.1,1157
GENE-3069,NO,1.3,2,0.7,0.331,-1.6,2.07,-0.77,4.4e-01,1.0e+00,0.9998,1439,2,0,4,0,2,0
GENE-3075,NO,8.4,7.3,9.6,1.311,0.4,0.66,0.59,5.6e-01,1.0e+00,0.9998,1440,9.9,7,5,11.9,7.9,8.9
GENE-3078,NO,75.8,73.9,77.7,1.052,0.1,0.36,0.2,8.4e-01,1.0e+00,0.9998,1441,53.5,70.7,97.5,53.4,88.6,91.1
GENE-3080,NO,7.1,7.3,6.9,0.948,-0.1,0.78,-0.1,9.2e-01,1.0e+00,0.9998,1442,3,11.9,7,5.9,9.8,4.9
GENE-3084,NO,1356.1,1382.5,1329.6,0.962,-0.1,0.35,-0.16,8.7e-01,1.0e+00,0.9998,1443,1632.7,1238.3,1276.5,799.5,2005.7,1183.7
GENE-3086,NO,73.7,79.2,68.2,0.861,-0.2,0.29,-0.73,4.6e-01,1.0e+00,0.9998,1444,70.3,87.6,79.6,54.4,69.9,80.2
GENE-3089,YES,1.5,1.7,1.3,0.796,-0.3,1.45,-0.23,8.2e-01,1.0e+00,0.9998,1445,2,2,1,1,1,2
GENE-3091,NO,151.9,147.1,156.8,1.066,0.1,0.24,0.39,7.0e-01,1.0e+00,0.9998,1446,152.6,155.3,133.3,182.1,148.7,139.6
GENE-3094,NO,2277.8,2295.2,2260.4,0.985,0,0.31,-0.07,9.4e-01,1.0e+00,0.9998,1447,1994.3,2274.6,2616.7,3148.5,1463.2,2169.5
GENE-3114,NO,113.3,108,118.6,1.098,0.1,0.29,0.47,6.4e-01,1.0e+00,0.9998,1448,120.9,113.5,89.5,148.4,101.4,105.9
GENE-3115,NO,144.3,143.4,145.3,1.013,0,0.29,0.07,9.5e-01,1.0e+00,0.9998,1449,181.3,116.5,132.3,165.2,117.2,153.4
GENE-3117,NO,888.2,956.3,820.1,0.858,-0.2,0.22,-1.03,3.0e-01,1.0e+00,0.9998,1450,967.9,1091,809.9,758.9,767,934.3
GENE-3125,NO,18.5,22.9,14.2,0.62,-0.7,0.46,-1.51,1.3e-01,1.0e+00,0.9998,1451,21.8,21.9,24.9,11.9,13.8,16.8
GENE-3126,NO,51.2,44.1,58.3,1.322,0.4,0.61,0.66,5.1e-01,1.0e+00,0.9998,1452,15.9,25.9,90.5,36.6,59.1,79.2
GENE-3129,NO,2961.3,2990.6,2932,0.98,0,0.22,-0.13,9.0e-01,1.0e+00,0.9998,1453,3466.4,2773.3,2732.1,3516.5,2631.9,2647.5
GENE-3134,NO,5.4,3.3,7.5,2.286,1.2,0.82,1.45,1.5e-01,1.0e+00,0.9998,1454,4,3,3,6.9,9.8,5.9
GENE-3140,NO,250.2,259.7,240.8,0.927,-0.1,0.26,-0.43,6.7e-01,1.0e+00,0.9998,1455,266.5,310.6,202,225.6,220.6,276.1
GENE-3141,NO,45.1,47.7,42.5,0.89,-0.2,0.35,-0.48,6.3e-01,1.0e+00,0.9998,1456,45.6,59.7,37.8,41.6,49.2,36.6
GENE-3143,NO,1133.5,1160.2,1106.7,0.954,-0.1,0.19,-0.35,7.3e-01,1.0e+00,0.9998,1457,1241.3,1111.9,1127.3,943,1166.8,1210.4
GENE-3149,NO,7884.5,7842.8,7926.2,1.011,0,0.25,0.06,9.5e-01,1.0e+00,0.9998,1458,9729.6,7342.5,6456.2,9249.5,7871.1,6657.9
GENE-3150,NO,313,279.8,346.1,1.237,0.3,0.29,1.05,2.9e-01,1.0e+00,0.9998,1459,317,233.9,288.5,240.4,357.4,440.4
GENE-3151,NO,139.4,132.8,145.9,1.099,0.1,0.35,0.39,7.0e-01,1.0e+00,0.9998,1460,139.7,98.6,160.2,101.9,128,207.8
GENE-3153,NO,54.5,61,48.1,0.789,-0.3,0.31,-1.09,2.7e-01,1.0e+00,0.9998,1461,53.5,68.7,60.7,52.4,39.4,52.5
GENE-3154,NO,9071.3,10268.2,7874.4,0.767,-0.4,1.21,-0.32,7.5e-01,1.0e+00,0.9998,1462,1319.6,13167.9,16317.1,4956.2,17080.4,1586.5
GENE-3156,NO,16.8,15.2,18.5,1.211,0.3,0.57,0.49,6.3e-01,1.0e+00,0.9998,1463,16.8,18.9,9.9,11.9,13.8,29.7
GENE-3164,NO,5.3,6,4.6,0.773,-0.4,0.98,-0.38,7.1e-01,1.0e+00,0.9998,1464,5.9,6,6,6.9,6.9,0
GENE-3165,NO,223.1,206.7,239.4,1.158,0.2,0.25,0.84,4.0e-01,1.0e+00,0.9998,1465,182.3,239.9,198,289.9,224.5,203.9
GENE-3169,NO,205.4,192,218.9,1.14,0.2,0.4,0.48,6.3e-01,1.0e+00,0.9998,1466,232.8,104.5,238.8,182.1,310.2,164.3
GENE-3170,NO,4.5,2.7,6.3,2.362,1.2,0.93,1.33,1.8e-01,1.0e+00,0.9998,1467,3,3,2,9.9,4.9,4
GENE-3172,NO,4.1,3.3,4.9,1.491,0.6,0.92,0.63,5.3e-01,1.0e+00,0.9998,1468,3,5,2,4.9,3.9,5.9
GENE-3174,NO,11.9,11.9,11.9,0.994,0,0.55,-0.02,9.9e-01,1.0e+00,0.9998,1469,11.9,13.9,9.9,10.9,10.8,13.9
GENE-3179,NO,139.1,142.4,135.7,0.953,-0.1,0.36,-0.2,8.4e-01,1.0e+00,0.9998,1470,128.8,108.5,190,192.9,110.3,103.9
GENE-3184,NO,126,127.2,124.8,0.981,0,0.23,-0.12,9.0e-01,1.0e+00,0.9998,1471,133.7,116.5,131.3,121.7,129,123.7
GENE-3186,NO,238.4,249,227.8,0.915,-0.1,0.26,-0.5,6.2e-01,1.0e+00,0.9998,1472,295.2,252.8,199,245.4,249.1,189
GENE-3191,NO,50.5,50.7,50.4,0.994,0,0.31,-0.03,9.8e-01,1.0e+00,0.9998,1473,42.6,59.7,49.7,53.4,48.2,49.5
GENE-3193,NO,133.9,130.8,136.9,1.047,0.1,0.29,0.23,8.2e-01,1.0e+00,0.9998,1474,153.6,111.5,127.4,101.9,166.4,142.5
GENE-3196,NO,16,14.2,17.8,1.249,0.3,0.52,0.62,5.4e-01,1.0e+00,0.9998,1475,16.8,16.9,9,17.8,13.8,21.8
GENE-3204,NO,2.5,3.3,1.7,0.497,-1,1.19,-0.85,4.0e-01,1.0e+00,0.9998,1476,4,3,3,1,1,3
GENE-3206,NO,2218.8,2214.5,2223.1,1.004,0,0.35,0.02,9.9e-01,1.0e+00,0.9998,1477,2072.5,2085.5,2485.4,1830.5,3445.2,1393.5
GENE-3208,NO,1447.9,1429.7,1466.2,1.026,0,0.17,0.22,8.3e-01,1.0e+00,0.9998,1478,1355.3,1455.4,1478.5,1578.2,1405.1,1415.3
GENE-3210,NO,26.8,29.1,24.4,0.835,-0.3,0.46,-0.57,5.7e-01,1.0e+00,0.9998,1479,16.8,36.8,33.8,20.8,30.5,21.8
GENE-3214,NO,45.1,50.3,39.8,0.792,-0.3,0.37,-0.92,3.6e-01,1.0e+00,0.9998,1480,61.4,32.9,56.7,38.6,37.4,43.5
GENE-3219,NO,65.2,60.9,69.5,1.14,0.2,0.28,0.68,5.0e-01,1.0e+00,0.9998,1481,63.4,64.7,54.7,72.2,64,72.3
GENE-3224,NO,389.6,446.7,332.6,0.745,-0.4,0.28,-1.52,1.3e-01,1.0e+00,0.9998,1482,556.8,415.1,368.1,252.3,338.7,406.8
GENE-3225,NO,240.5,276.6,204.4,0.739,-0.4,0.33,-1.32,1.9e-01,1.0e+00,0.9998,1483,224.9,278.7,326.3,123.7,253.1,236.5
GENE-3230,NO,306.6,299.8,313.5,1.046,0.1,0.23,0.28,7.8e-01,1.0e+00,0.9998,1484,279.4,352.4,267.6,275.1,336.7,328.6
GENE-3231,NO,158.2,163.3,153.2,0.938,-0.1,0.23,-0.41,6.8e-01,1.0e+00,0.9998,1485,169.4,154.3,166.2,151.4,136.9,171.2
GENE-3234,NO,67.7,59.6,75.7,1.269,0.3,0.6,0.57,5.7e-01,1.0e+00,0.9998,1486,55.5,106.5,16.9,41.6,110.3,75.2
GENE-3237,NO,1204.8,1223.1,1186.5,0.97,0,0.17,-0.26,7.9e-01,1.0e+00,0.9998,1487,1133.4,1270.2,1265.6,1159.6,1177.6,1222.3
GENE-3238,NO,8.3,6.3,10.2,1.623,0.7,0.7,1,3.2e-01,1.0e+00,0.9998,1488,7.9,4,7,14.8,6.9,8.9
GENE-3247,NO,53.8,53.3,54.3,1.019,0,0.32,0.08,9.3e-01,1.0e+00,0.9998,1489,54.5,44.8,60.7,56.4,61,45.5
GENE-3248,NO,413.7,385.5,441.8,1.146,0.2,0.22,0.88,3.8e-01,1.0e+00,0.9998,1490,402.2,363.3,391,378,533.7,413.7
GENE-3257,NO,27.9,24.9,30.9,1.245,0.3,0.6,0.53,6.0e-01,1.0e+00,0.9998,1491,13.9,31.9,28.9,39.6,43.3,9.9
GENE-3258,NO,399.9,397.3,402.4,1.013,0,0.25,0.07,9.4e-01,1.0e+00,0.9998,1492,487.4,332.5,372.1,470,392.9,344.4
GENE-3260,NO,14.4,13.9,14.8,1.066,0.1,0.53,0.17,8.6e-01,1.0e+00,0.9998,1493,18.8,11,11.9,17.8,13.8,12.9
GENE-3263,NO,2615.9,2589.9,2641.8,1.02,0,0.17,0.16,8.7e-01,1.0e+00,0.9998,1494,2793.8,2484.7,2491.3,2756.6,2402.5,2766.3
GENE-3264,NO,7.6,8.9,6.2,0.699,-0.5,0.67,-0.76,4.4e-01,1.0e+00,0.9998,1495,6.9,10,9.9,5.9,6.9,5.9
GENE-3269,NO,2,3.3,0.7,0.199,-2.3,1.5,-1.55,1.2e-01,1.0e+00,0.9998,1496,3,4,3,1,1,0
GENE-3273,NO,298.9,254,343.7,1.354,0.4,0.53,0.83,4.1e-01,1.0e+00,0.9998,1497,119.9,455.9,186.1,288.9,554.3,188
GENE-3276,NO,3.8,4.3,3.3,0.764,-0.4,1.08,-0.36,7.2e-01,1.0e+00,0.9998,1498,6.9,2,4,1,6.9,2
GENE-3281,NO,660.5,656.4,664.6,1.013,0,0.23,0.08,9.4e-01,1.0e+00,0.9998,1499,769.8,685.9,513.4,684.7,624.3,684.9
GENE-3291,NO,3253.2,3193,3313.3,1.038,0.1,0.21,0.25,8.0e-01,1.0e+00,0.9998,1500,3249.5,3485.1,2844.5,3334.5,3835.1,2770.3
GENE-3293,NO,1831.9,2164.4,1499.4,0.693,-0.5,0.45,-1.17,2.4e-01,1.0e+00,0.9998,1501,1500.9,1428.5,3563.9,2247.1,1423.8,827.4
GENE-3298,NO,19.8,22.9,16.8,0.735,-0.4,0.47,-0.95,3.4e-01,1.0e+00,0.9998,1502,22.8,17.9,27.9,15.8,12.8,21.8
GENE-3303,NO,98.7,83.5,114,1.365,0.4,0.29,1.57,1.2e-01,1.0e+00,0.9998,1503,90.2,96.6,63.7,131.6,104.4,105.9
GENE-3306,NO,116.5,101.4,131.7,1.3,0.4,0.23,1.65,1.0e-01,1.0e+00,0.9998,1504,107,98.6,98.5,129.6,132.9,132.6
GENE-3308,NO,10.6,9.6,11.5,1.2,0.3,0.58,0.45,6.5e-01,1.0e+00,0.9998,1505,9.9,9,9.9,14.8,9.8,9.9
GENE-3312,NO,20.7,25.2,16.1,0.641,-0.6,0.46,-1.41,1.6e-01,1.0e+00,0.9998,1506,27.7,19.9,27.9,11.9,18.7,17.8
GENE-3316,NO,18.8,20.9,16.8,0.805,-0.3,0.5,-0.63,5.3e-01,1.0e+00,0.9998,1507,16.8,24.9,20.9,9.9,19.7,20.8
GENE-3321,NO,24.1,26.8,21.4,0.798,-0.3,0.42,-0.77,4.4e-01,1.0e+00,0.9998,1508,27.7,20.9,31.8,24.7,18.7,20.8
GENE-3324,NO,41.1,44.4,37.9,0.853,-0.2,0.33,-0.7,4.9e-01,1.0e+00,0.9998,1509,44.6,44.8,43.8,40.6,32.5,40.6
GENE-3328,NO,919.2,1064,774.5,0.728,-0.5,0.41,-1.13,2.6e-01,1.0e+00,0.9998,1510,1267.1,1306,618.9,960.8,409.6,953.1
GENE-3333,NO,3.6,3.7,3.6,0.993,0,1.01,-0.01,9.9e-01,1.0e+00,0.9998,1511,1,4,6,4,3.9,3
GENE-3352,NO,4549.5,4491.3,4607.8,1.026,0,0.18,0.21,8.4e-01,1.0e+00,0.9998,1512,4762.3,3898.2,4813.5,4705.9,4587.4,4530
GENE-3354,NO,5.4,6.6,4.3,0.647,-0.6,0.93,-0.68,5.0e-01,1.0e+00,0.9998,1513,10.9,7,2,6.9,3.9,2
GENE-3357,NO,387.7,365.8,409.6,1.12,0.2,0.24,0.69,4.9e-01,1.0e+00,0.9998,1514,286.3,377.3,433.8,410.6,435.2,383
GENE-3362,NO,12.2,15.6,8.9,0.571,-0.8,0.56,-1.43,1.5e-01,1.0e+00,0.9998,1515,11.9,17.9,16.9,8.9,6.9,10.9
GENE-3371,NO,103,99.7,106.4,1.067,0.1,0.25,0.38,7.0e-01,1.0e+00,0.9998,1516,95.1,91.6,112.4,107.9,107.3,103.9
GENE-3378,NO,1110.6,1155.1,1066.1,0.923,-0.1,0.21,-0.55,5.8e-01,1.0e+00,0.9998,1517,1119.5,1218.4,1127.3,921.2,991.5,1285.7
GENE-3384,NO,2238.7,2335.6,2141.8,0.917,-0.1,0.23,-0.55,5.8e-01,1.0e+00,0.9998,1518,2538.2,2550.4,1918.3,2263.9,1762.5,2399.1
GENE-3388,NO,25.4,26.2,24.7,0.944,-0.1,0.4,-0.21,8.3e-01,1.0e+00,0.9998,1519,23.8,28.9,25.9,20.8,27.6,25.7
GENE-3390,NO,728.3,759.9,696.7,0.917,-0.1,0.22,-0.58,5.6e-01,1.0e+00,0.9998,1520,693.5,787.4,798.9,669.9,587.8,832.4
GENE-3404,NO,769,800,738.1,0.923,-0.1,0.2,-0.59,5.5e-01,1.0e+00,0.9998,1521,724.2,757.5,918.3,791.6,707,715.6
GENE-3406,NO,275.5,298.1,252.9,0.848,-0.2,0.21,-1.13,2.6e-01,1.0e+00,0.9998,1522,275.4,279.7,339.3,235.5,257,266.2
GENE-3415,NO,3.1,2.7,3.6,1.366,0.5,1.23,0.37,7.1e-01,1.0e+00,0.9998,1523,0,4,4,2,2,6.9
GENE-3416,NO,312.6,314,311.3,0.991,0,0.33,-0.04,9.7e-01,1.0e+00,0.9998,1524,345.8,327.5,268.6,255.3,457.9,220.7
