name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-4237,NO,1,0,1,0,0,0,0
GENE-4238,NO,1,1,10,5,7,5,9
GENE-4239,NO,1,140,173,138,109,163,119
GENE-4240,NO,1,0,0,0,0,0,0
GENE-4241,NO,1,0,0,0,0,0,0
GENE-4242,NO,1,0,0,0,0,0,0
GENE-4243,NO,1,24,28,14,36,20,13
GENE-4244,NO,1,277,224,380,331,264,306
GENE-4245,NO,1,349,98,328,1530,484,474
GENE-4246,NO,1,58,46,47,69,50,57
GENE-4247,NO,1,0,0,0,0,0,0
GENE-4248,NO,1,5,2,6,1,0,8
GENE-4249,NO,1,0,0,0,0,0,0
GENE-4250,NO,1,0,0,0,0,0,0
GENE-4251,NO,1,0,0,0,0,0,0
GENE-4252,NO,1,0,0,0,0,0,0
GENE-4253,NO,1,0,0,0,0,0,0
GENE-4254,NO,1,3,0,0,4,1,3
GENE-4255,NO,1,0,0,0,0,0,0
GENE-4256,NO,1,14,16,11,11,8,16
GENE-4257,NO,1,0,0,0,0,0,0
GENE-4258,NO,1,0,0,0,0,0,0
GENE-4259,NO,1,0,0,0,0,0,0
GENE-4260,NO,1,0,0,0,0,0,0
GENE-4261,NO,1,0,0,0,0,0,0
GENE-4263,NO,1,0,0,0,0,0,0
GENE-4264,NO,1,0,0,0,0,0,0
GENE-4265,NO,1,0,0,0,0,0,0
GENE-4266,NO,1,0,0,1,0,1,1
GENE-4267,NO,1,0,0,0,0,0,0
GENE-4268,NO,1,0,0,0,0,0,0
GENE-4269,NO,1,0,0,0,0,0,0
GENE-4270,NO,1,1,0,2,1,1,1
GENE-4271,NO,1,0,0,0,0,0,0
GENE-4272,NO,1,0,3,0,4,0,1
GENE-4273,NO,1,0,0,0,0,0,0
GENE-4274,NO,1,0,0,0,0,0,0
GENE-4275,NO,1,149,99,121,121,138,107
GENE-4276,NO,1,219,249,220,216,237,238
GENE-4277,NO,1,0,0,0,0,0,0
GENE-4278,NO,1,151,119,85,94,129,85
GENE-4279,NO,1,0,0,0,0,0,0
GENE-4280,NO,1,0,0,0,0,0,0
GENE-4281,NO,1,0,0,0,0,0,0
GENE-4282,NO,1,1247,1212,1146,1261,1191,1162
GENE-4283,NO,1,3,4,3,5,2,4
GENE-4284,NO,1,0,0,0,0,0,0
GENE-4285,NO,1,0,0,0,0,0,0
GENE-4286,NO,1,0,0,0,0,0,0
GENE-4287,NO,1,0,0,0,0,0,0
GENE-4288,NO,1,0,0,0,0,0,0
GENE-4289,NO,1,0,0,0,0,0,0
GENE-4290,NO,1,384,696,1014,569,614,654
GENE-4291,NO,1,0,3,0,1,0,0
GENE-4292,NO,1,110,48,12,24,18,15
GENE-4293,NO,1,0,0,0,0,0,0
GENE-4294,NO,1,0,0,0,0,0,0
GENE-4295,NO,1,0,0,0,0,0,0
GENE-4296,NO,1,15,23,33,23,29,7
GENE-4297,NO,1,470,444,529,530,512,650
GENE-4298,NO,1,0,0,0,0,0,0
GENE-4299,YES,1,0,0,0,0,0,0
GENE-4300,NO,1,0,0,0,0,0,0
GENE-4301,NO,1,65,46,96,91,55,51
GENE-4302,NO,1,507,403,418,707,507,430
GENE-4303,NO,1,0,0,0,0,0,0
GENE-4304,NO,1,0,0,0,0,0,0
GENE-4305,YES,1,0,0,0,0,0,0
GENE-4306,NO,1,783,768,699,619,851,772
GENE-4307,NO,1,3,10,3,4,9,8
GENE-4308,NO,1,0,0,0,0,0,0
GENE-4309,NO,1,0,0,0,0,0,0
GENE-4310,NO,1,0,0,0,0,0,0
GENE-4311,NO,1,0,0,0,0,0,0
GENE-4312,NO,1,0,0,0,0,0,0
GENE-4313,NO,1,0,0,0,0,0,0
GENE-4314,NO,1,0,0,0,0,0,1
GENE-4315,NO,1,0,0,0,0,0,0
GENE-4316,NO,1,0,0,0,0,0,0
GENE-4317,NO,1,0,0,0,0,0,0
GENE-4318,NO,1,0,0,0,0,0,0
GENE-4319,NO,1,33,35,48,40,37,59
GENE-4321,NO,1,0,0,0,0,0,0
GENE-4322,NO,1,0,1,0,1,0,0
GENE-4323,NO,1,18,11,18,24,31,29
GENE-4324,NO,1,0,0,0,0,0,0
GENE-4325,NO,1,15,17,10,25,16,16
GENE-4327,NO,1,0,0,0,0,0,0
GENE-4328,NO,1,0,0,0,0,0,0
GENE-4329,NO,1,49,48,32,59,40,61
GENE-4330,NO,1,33,11,15,24,33,49
GENE-4331,NO,1,0,0,0,0,0,0
GENE-4332,NO,1,73,51,116,96,103,51
GENE-4333,NO,1,110,132,63,158,148,70
GENE-4334,NO,1,79,80,60,79,52,66
GENE-4335,NO,1,0,0,0,0,0,0
GENE-4336,NO,1,4,5,6,2,0,0
GENE-4337,NO,1,0,0,0,0,0,0
GENE-4338,NO,1,0,0,0,0,0,0
GENE-4339,NO,1,0,0,0,0,0,0
GENE-4340,NO,1,0,0,0,0,0,0
GENE-4341,NO,1,0,0,0,0,0,0
GENE-4342,NO,1,13,10,9,9,12,14
GENE-4343,YES,1,0,0,0,0,0,0
GENE-4344,NO,1,0,1,0,0,0,1
GENE-4345,NO,1,0,0,0,0,0,0
GENE-4346,NO,1,0,0,0,0,0,0
GENE-4347,YES,1,0,0,0,0,0,0
GENE-4348,NO,1,0,0,0,0,0,0
GENE-4349,NO,1,0,0,0,0,0,0
GENE-4350,NO,1,0,0,0,0,0,0
GENE-4351,NO,1,7,0,5,5,2,6
GENE-4352,NO,1,0,0,0,0,0,0
GENE-4353,NO,1,16,10,13,15,14,6
GENE-4354,NO,1,0,0,0,0,0,0
GENE-4355,NO,1,0,0,0,0,0,0
GENE-4356,NO,1,0,0,0,0,0,0
GENE-4357,NO,1,0,0,0,0,0,0
GENE-4358,NO,1,0,0,0,0,0,0
GENE-4359,NO,1,0,0,0,0,0,0
GENE-4360,NO,1,105,133,130,76,72,64
GENE-4361,NO,1,0,0,0,0,0,0
GENE-4362,NO,1,0,0,0,0,0,0
GENE-4363,NO,1,1,0,0,1,0,1
GENE-4364,NO,1,0,0,0,0,0,0
GENE-4365,NO,1,0,0,0,0,0,0
GENE-4366,NO,1,0,0,0,0,0,0
GENE-4367,YES,1,2,2,4,0,1,0
GENE-4368,NO,1,0,0,0,0,0,0
GENE-4369,NO,1,5,1,3,6,1,1
GENE-4370,NO,1,340,360,303,324,257,213
GENE-4371,NO,1,0,0,0,0,0,0
GENE-4372,NO,1,0,0,0,0,0,0
GENE-4373,NO,1,0,0,0,0,0,0
GENE-4374,NO,1,175,127,134,154,127,158
GENE-4375,NO,1,0,0,0,0,0,0
GENE-4376,NO,1,1036,720,882,927,800,770
GENE-4377,NO,1,0,0,0,0,0,0
GENE-4378,NO,1,1232,1388,1444,1340,1303,1295
GENE-4379,NO,1,0,0,0,0,0,0
GENE-4380,NO,1,0,0,0,0,0,0
GENE-4381,NO,1,0,0,0,0,0,0
GENE-4382,NO,1,0,0,0,0,0,0
GENE-4383,NO,1,0,0,0,0,0,0
GENE-4384,NO,1,1,1,0,0,1,1
GENE-4385,NO,1,0,0,0,0,0,0
GENE-4386,NO,1,0,0,0,0,0,0
GENE-4387,NO,1,0,0,0,0,0,0
GENE-4388,NO,1,0,0,0,0,0,0
GENE-4389,NO,1,0,0,0,0,0,0
GENE-4390,NO,1,32,42,26,33,57,21
GENE-4391,NO,1,0,0,0,0,0,0
GENE-4392,NO,1,0,0,0,0,0,0
GENE-4393,NO,1,0,0,0,0,0,0
GENE-4394,NO,1,0,1,0,0,0,1
GENE-4395,NO,1,0,0,0,0,0,0
GENE-4396,NO,1,247,278,318,360,217,258
GENE-4397,NO,1,288,261,218,291,240,282
GENE-4398,NO,1,0,0,0,0,0,0
GENE-4399,NO,1,0,0,0,0,0,0
GENE-4400,NO,1,2,3,2,1,3,3
GENE-4401,NO,1,0,0,0,0,0,0
GENE-4402,NO,1,0,0,0,0,0,0
GENE-4403,NO,1,114,108,135,116,116,139
GENE-4404,NO,1,0,0,0,0,0,0
GENE-4405,NO,1,0,0,0,0,0,0
GENE-4406,YES,1,0,0,0,0,0,0
GENE-4407,NO,1,0,0,0,0,0,0
GENE-4408,YES,1,0,0,0,0,0,0
GENE-4409,NO,1,0,0,0,0,0,0
GENE-4410,NO,1,2425,2257,1887,1126,1542,1612
GENE-4411,NO,1,0,0,0,0,0,0
GENE-4412,NO,1,0,0,0,0,0,0
GENE-4413,NO,1,0,0,0,0,0,0
GENE-4414,NO,1,23,15,21,18,22,21
GENE-4415,NO,1,693,866,921,743,847,625
GENE-4416,NO,1,302,366,613,325,347,347
GENE-4417,NO,1,0,0,0,0,0,0
GENE-4418,NO,1,17,38,22,13,16,3
GENE-4419,YES,1,2,1,1,2,1,3
GENE-4420,NO,1,0,0,0,0,0,0
GENE-4421,NO,1,3,8,5,6,3,5
GENE-4422,NO,1,0,0,0,0,0,0
GENE-4423,NO,1,0,0,0,0,0,0
GENE-4424,NO,1,0,0,0,0,0,0
GENE-4425,NO,1,1535,1327,945,1473,1334,1018
GENE-4426,NO,1,0,0,0,0,0,0
GENE-4427,NO,1,0,0,0,0,0,0
GENE-4428,NO,1,0,0,0,0,0,0
GENE-4429,NO,1,6,7,9,3,4,5
GENE-4430,NO,1,0,0,0,0,0,0
GENE-4431,YES,1,0,0,0,0,0,0
GENE-4432,NO,1,0,0,0,0,0,0
GENE-4433,NO,1,39,32,29,42,33,24
GENE-4434,NO,1,134,150,164,201,134,172
GENE-4435,NO,1,0,0,0,0,0,0
GENE-4436,NO,1,0,0,0,0,0,0
GENE-4437,NO,1,0,0,0,0,0,0
GENE-4438,NO,1,0,0,0,0,0,0
GENE-4439,NO,1,2,0,2,1,2,3
GENE-4440,NO,1,31,10,10,27,12,14
GENE-4441,YES,1,0,0,0,0,0,0
GENE-4442,NO,1,98,93,114,70,88,103
GENE-4443,NO,1,0,0,0,0,0,0
GENE-4444,NO,1,0,0,0,0,0,0
GENE-4445,NO,1,1,3,4,3,5,1
GENE-4446,NO,1,0,0,0,0,0,0
GENE-4447,NO,1,4,10,3,5,9,5
GENE-4448,NO,1,172,149,112,137,205,242
GENE-4449,NO,1,0,0,0,0,0,0
GENE-4450,NO,1,29,43,21,30,34,28
GENE-4451,NO,1,13,6,4,14,10,8
GENE-4452,NO,1,0,0,0,0,0,0
GENE-4453,NO,1,0,0,0,0,0,0
GENE-4454,NO,1,0,0,0,0,0,0
GENE-4455,NO,1,0,0,0,0,0,0
GENE-4456,NO,1,0,0,0,0,0,0
GENE-4457,NO,1,0,0,0,0,0,0
GENE-4458,NO,1,0,0,0,0,0,0
GENE-4459,NO,1,0,0,0,0,0,0
GENE-4460,NO,1,134,190,158,267,191,166
GENE-4461,NO,1,426,414,377,435,444,270
GENE-4462,NO,1,0,0,0,0,0,0
GENE-4463,NO,1,0,0,0,0,0,0
GENE-4464,NO,1,0,0,0,0,0,0
GENE-4465,NO,1,0,0,0,0,0,0
GENE-4466,NO,1,10,23,8,12,6,55
GENE-4467,NO,1,0,0,0,0,0,0
GENE-4468,NO,1,0,1,1,0,0,0
GENE-4469,NO,1,5,0,2,2,1,1
GENE-4470,NO,1,2082,2907,2987,2551,1821,2117
GENE-4471,NO,1,0,0,0,0,0,0
GENE-4472,NO,1,0,0,0,0,0,0
GENE-4473,NO,1,0,0,0,0,0,0
GENE-4474,NO,1,0,0,0,0,0,0
GENE-4475,NO,1,0,0,0,0,0,0
GENE-4476,NO,1,1,2,3,5,4,3
GENE-4477,NO,1,3325,2918,2851,4590,3849,3447
GENE-4478,NO,1,0,0,0,0,0,0
GENE-4479,NO,1,0,0,3,2,1,1
GENE-4480,NO,1,0,0,0,0,0,0
GENE-4481,NO,1,0,0,0,0,0,0
GENE-4482,YES,1,0,0,0,0,0,0
GENE-4483,NO,1,0,0,0,0,0,0
GENE-4484,NO,1,488,530,430,525,423,574
GENE-4485,NO,1,0,0,0,0,0,0
GENE-4486,NO,1,2,7,9,5,11,5
GENE-4487,NO,1,0,0,0,0,0,0
GENE-4488,NO,1,308,317,330,353,304,274
GENE-4489,NO,1,5,17,10,3,13,6
GENE-4490,NO,1,0,0,0,0,0,0
GENE-4491,NO,1,0,0,0,0,0,0
GENE-4492,NO,1,0,0,0,0,0,0
GENE-4493,YES,1,0,0,0,0,0,0
GENE-4494,NO,1,0,0,0,0,0,0
GENE-4495,NO,1,0,0,0,0,0,0
GENE-4496,NO,1,0,0,0,0,0,0
GENE-4497,NO,1,0,0,0,0,0,0
GENE-4498,NO,1,190,191,159,162,163,212
GENE-4499,NO,1,0,0,0,0,0,0
GENE-4500,NO,1,0,0,0,0,0,0
GENE-4501,NO,1,8,9,6,7,4,10
GENE-4502,NO,1,0,0,0,0,0,0
GENE-4503,NO,1,0,0,0,0,0,0
GENE-4504,NO,1,0,0,0,0,0,0
GENE-4505,NO,1,0,0,0,0,0,0
GENE-4506,NO,1,0,0,0,0,0,0
GENE-4507,NO,1,1,0,0,0,0,0
GENE-4508,NO,1,0,0,0,0,0,0
GENE-4509,NO,1,0,0,0,0,0,0
GENE-4510,NO,1,9,5,5,5,7,4
GENE-4511,NO,1,0,0,0,0,0,0
GENE-4512,NO,1,0,0,0,0,0,0
GENE-4513,NO,1,0,0,0,0,0,0
GENE-4514,NO,1,0,0,0,0,0,0
GENE-4515,NO,1,0,0,0,0,0,0
GENE-4516,NO,1,0,0,0,0,0,0
GENE-4517,NO,1,0,0,0,0,0,0
GENE-4518,NO,1,0,0,0,0,0,0
GENE-4519,NO,1,0,0,0,0,0,0
GENE-4520,NO,1,4,28,126,8,152,0
GENE-4521,NO,1,17,41,29,28,32,28
GENE-4522,NO,1,0,0,0,0,0,0
GENE-4523,NO,1,1,3,1,3,0,2
GENE-4524,NO,1,0,0,0,0,0,0
GENE-4525,NO,1,0,0,0,0,0,0
GENE-4526,NO,1,796,796,940,682,648,873
GENE-4527,NO,1,41,49,43,29,55,37
GENE-4528,NO,1,0,0,0,0,0,0
GENE-4529,NO,1,0,0,0,0,0,0
GENE-4530,YES,1,0,0,0,0,0,0
GENE-4531,NO,1,0,0,0,0,0,0
GENE-4532,NO,1,0,0,0,0,0,0
GENE-4533,NO,1,0,0,47,121,6,98
GENE-4534,NO,1,0,0,0,0,0,0
GENE-4535,NO,1,0,0,0,0,0,0
GENE-4536,NO,1,0,0,0,0,0,0
GENE-4537,NO,1,1854,2374,3025,2359,2574,2932
GENE-4538,NO,1,0,0,0,0,0,0
GENE-4539,NO,1,0,0,0,0,0,0
GENE-4540,NO,1,74,88,93,77,100,102
GENE-4541,NO,1,0,0,0,0,0,0
GENE-4542,NO,1,0,0,0,0,0,0
GENE-4543,NO,1,1584,1448,1496,1524,1539,1465
GENE-4544,NO,1,0,0,0,0,0,0
GENE-4545,NO,1,3,8,4,18,1,7
GENE-4546,NO,1,13,15,36,43,29,37
GENE-4547,NO,1,402,551,297,639,570,499
GENE-4548,NO,1,33,33,42,48,33,36
GENE-4549,NO,1,0,0,0,0,0,0
GENE-4550,NO,1,20,30,25,25,31,29
GENE-4551,NO,1,0,0,0,0,0,0
GENE-4552,NO,1,0,0,0,0,0,0
GENE-4553,NO,1,1089,1179,991,1186,1171,1445
GENE-4554,NO,1,0,0,0,0,0,0
GENE-4555,NO,1,0,0,0,0,0,0
GENE-4556,NO,1,0,0,0,0,0,0
GENE-4557,NO,1,0,0,0,0,0,0
GENE-4558,NO,1,0,0,0,0,0,0
GENE-4559,NO,1,0,0,0,0,0,0
GENE-4560,NO,1,138,34,107,152,56,117
GENE-4561,NO,1,1,2,2,2,1,2
GENE-4562,NO,1,662,961,568,510,734,1008
GENE-4563,NO,1,0,0,0,0,0,0
GENE-4564,NO,1,0,0,0,0,0,0
GENE-4565,NO,1,0,0,0,0,0,0
GENE-4566,NO,1,0,0,0,0,0,0
GENE-4567,NO,1,0,0,0,0,0,0
GENE-4568,NO,1,54,119,49,81,78,135
GENE-4569,NO,1,26,26,28,33,44,26
GENE-4570,NO,1,0,0,0,0,0,0
GENE-4571,NO,1,165,136,158,154,141,160
GENE-4572,NO,1,0,0,0,0,0,0
GENE-4573,NO,1,0,0,0,0,0,0
GENE-4574,NO,1,42,41,38,55,48,51
GENE-4575,NO,1,14,15,8,22,19,10
GENE-4576,NO,1,6794,3153,6101,352,905,4490
GENE-4577,NO,1,0,0,0,0,0,0
GENE-4578,NO,1,0,0,0,0,0,0
GENE-4579,NO,1,5,4,4,2,2,2
GENE-4580,NO,1,4,3,4,4,2,8
GENE-4581,NO,1,0,1,0,0,0,0
GENE-4582,NO,1,1,0,1,0,0,0
GENE-4583,NO,1,75,97,78,60,86,73
GENE-4584,NO,1,0,0,0,0,0,0
GENE-4585,NO,1,0,0,0,0,0,0
GENE-4586,NO,1,534,513,600,575,534,669
GENE-4587,NO,1,0,0,0,0,0,0
GENE-4588,NO,1,0,0,0,0,0,0
GENE-4589,NO,1,0,0,0,0,0,0
GENE-4590,NO,1,0,0,0,0,0,0
GENE-4591,NO,1,3,2,1,3,2,1
GENE-4592,NO,1,0,0,0,0,0,0
GENE-4593,NO,1,21,47,21,15,30,23
GENE-4594,NO,1,0,0,0,0,0,0
GENE-4595,NO,1,513,451,767,543,485,645
GENE-4596,NO,1,0,0,0,0,0,0
GENE-4597,NO,1,0,0,0,0,0,0
GENE-4598,NO,1,0,0,0,0,0,0
GENE-4599,NO,1,0,0,0,0,0,0
GENE-4600,NO,1,1280,1259,1728,1981,2020,858
GENE-4601,NO,1,59,40,70,67,35,38
GENE-4602,NO,1,0,0,0,0,0,0
GENE-4603,NO,1,0,0,0,0,0,0
GENE-4604,NO,1,255,203,244,162,331,275
GENE-4605,NO,1,0,0,0,0,0,0
GENE-4606,NO,1,19,23,20,38,22,61
GENE-4607,NO,1,0,0,0,0,0,0
GENE-4608,NO,1,0,0,0,0,0,0
GENE-4609,NO,1,0,0,0,0,0,0
GENE-4610,NO,1,0,0,0,0,0,0
GENE-4611,NO,1,48,42,48,44,33,41
GENE-4612,NO,1,0,0,0,0,0,0
GENE-4613,NO,1,0,0,0,0,0,0
GENE-4614,NO,1,0,0,0,0,0,0
GENE-4615,NO,1,55,47,42,36,43,32
GENE-4616,NO,1,0,0,0,0,0,0
GENE-4617,NO,1,0,0,0,0,0,0
GENE-4618,NO,1,0,0,0,0,0,0
GENE-4619,NO,1,12,13,9,11,11,13
GENE-4620,NO,1,0,0,0,0,0,0
GENE-4621,NO,1,0,0,0,0,0,0
GENE-4622,NO,1,0,0,0,0,0,0
GENE-4623,NO,1,0,0,0,0,0,0
GENE-4624,NO,1,0,0,0,0,0,0
GENE-4625,NO,1,0,0,0,0,0,0
GENE-4626,NO,1,0,0,0,0,0,0
GENE-4627,YES,1,0,0,0,0,0,0
GENE-4628,NO,1,0,1,0,0,0,0
GENE-4629,NO,1,0,0,0,0,0,0
GENE-4630,NO,1,0,0,0,0,0,0
GENE-4631,NO,1,0,0,0,0,0,0
GENE-4632,NO,1,0,0,0,0,0,0
GENE-4633,NO,1,0,0,0,0,0,0
GENE-4634,NO,1,0,0,0,0,0,0
GENE-4635,NO,1,17935,19901,12608,24395,20104,17535
GENE-4636,NO,1,0,0,0,0,0,0
GENE-4637,NO,1,0,0,0,0,0,0
GENE-4638,NO,1,120,138,122,117,147,169
GENE-4639,NO,1,0,0,0,0,0,0
GENE-4640,NO,1,0,0,0,0,0,0
GENE-4641,NO,1,0,0,0,0,0,0
GENE-4642,NO,1,0,0,0,0,0,0
GENE-4643,NO,1,0,0,0,0,0,0
GENE-4644,NO,1,0,0,0,0,0,0
GENE-4645,NO,1,566,737,741,934,538,722
GENE-4647,NO,1,37,39,72,27,50,25
GENE-4648,NO,1,7,5,4,3,5,4
GENE-4649,NO,1,8,14,12,8,13,12
GENE-4650,NO,1,0,0,0,0,0,0
GENE-4651,NO,1,927,1251,1287,1154,1410,1090
GENE-4652,NO,1,153,213,272,202,213,195
GENE-4653,NO,1,0,0,0,0,0,0
GENE-4654,NO,1,226,325,244,328,347,248
GENE-4655,NO,1,0,0,0,0,0,0
GENE-4656,NO,1,0,0,0,0,0,0
GENE-4657,NO,1,4,2,7,3,3,4
GENE-4658,NO,1,78,62,86,79,85,85
GENE-4659,NO,1,0,0,0,0,0,0
GENE-4660,NO,1,0,0,1,0,0,0
GENE-4661,YES,1,0,0,0,0,0,0
GENE-4662,NO,1,1471,1391,1829,958,1284,1310
GENE-4663,NO,1,0,0,0,0,0,0
GENE-4664,NO,1,6,13,8,11,12,12
GENE-4665,NO,1,0,0,0,0,0,0
GENE-4666,NO,1,0,0,0,0,0,0
GENE-4667,NO,1,0,0,0,0,0,0
GENE-4668,NO,1,0,0,0,0,0,1
GENE-4669,NO,1,0,0,0,0,0,0
GENE-4670,NO,1,1683,983,1069,1387,1581,982
GENE-4671,NO,1,0,0,0,0,0,0
GENE-4672,NO,1,0,0,0,0,0,0
GENE-4673,YES,1,0,0,0,0,0,0
GENE-4674,NO,1,383,364,560,441,516,468
GENE-4675,NO,1,85,94,159,102,148,70
GENE-4676,NO,1,0,0,0,0,0,0
GENE-4677,NO,1,257,306,234,318,328,284
GENE-4678,NO,1,0,0,0,0,0,0
GENE-4679,NO,1,0,0,0,0,0,0
GENE-4680,NO,1,0,0,0,0,0,0
GENE-4681,NO,1,0,0,0,0,0,0
GENE-4682,NO,1,0,0,0,0,0,0
GENE-4683,NO,1,0,0,0,0,0,0
GENE-4684,NO,1,0,0,0,0,0,0
GENE-4685,NO,1,0,1,2,1,0,0
GENE-4686,NO,1,3791,3479,5172,3076,4891,3807
GENE-4687,NO,1,0,0,0,0,0,0
GENE-4688,NO,1,0,0,0,0,0,0
GENE-4689,NO,1,0,0,0,0,0,0
GENE-4690,NO,1,51,19,39,35,22,34
GENE-4691,NO,1,0,0,0,0,0,0
GENE-4692,NO,1,0,0,0,0,0,0
GENE-4693,NO,1,0,0,0,0,0,0
GENE-4694,NO,1,0,0,0,0,0,0
GENE-4695,NO,1,25,51,97,84,104,42
GENE-4696,NO,1,0,2,0,2,0,0
GENE-4697,NO,1,0,0,0,0,0,0
GENE-4698,NO,1,0,0,0,0,0,0
GENE-4699,NO,1,0,0,0,0,0,0
GENE-4700,NO,1,0,0,0,0,0,0
GENE-4701,NO,1,0,0,0,0,0,0
GENE-4702,NO,1,2,1,3,1,0,2
GENE-4703,NO,1,516,544,733,726,738,557
GENE-4704,NO,1,0,0,0,0,0,0
GENE-4705,NO,1,0,0,0,0,0,0
GENE-4706,NO,1,33,21,28,21,23,21
GENE-4707,NO,1,37,19,20,22,16,20
GENE-4708,NO,1,0,0,0,0,0,0
GENE-4709,NO,1,0,0,0,0,0,0
GENE-4710,NO,1,0,0,0,0,0,0
GENE-4711,NO,1,0,0,0,0,0,0
GENE-4712,YES,1,0,0,0,0,0,0
GENE-4713,NO,1,1633,1866,1535,1370,1346,1129
GENE-4714,NO,1,0,0,0,0,0,0
GENE-4715,NO,1,0,0,0,0,0,0
GENE-4716,NO,1,0,0,0,0,0,0
GENE-4717,NO,1,0,0,0,0,0,0
GENE-4718,NO,1,1,1,0,1,1,0
GENE-4719,NO,1,0,0,0,1,1,0
GENE-4720,NO,1,0,0,0,0,0,0
GENE-4721,NO,1,0,0,0,0,0,0
GENE-4722,NO,1,442,378,609,540,585,521
GENE-4723,NO,1,0,0,0,0,0,0
GENE-4724,YES,1,0,0,0,0,0,0
GENE-4725,NO,1,96,70,75,68,108,95
GENE-4726,NO,1,0,0,0,0,0,0
GENE-4727,NO,1,0,0,0,0,0,0
GENE-4728,NO,1,0,0,0,0,0,0
GENE-4729,NO,1,0,0,0,0,0,0
GENE-4730,NO,1,0,0,0,0,0,0
GENE-4731,NO,1,88,54,60,53,75,72
GENE-4732,YES,1,0,0,0,0,0,0
GENE-4733,NO,1,0,0,0,0,0,0
GENE-4734,NO,1,0,0,0,0,0,0
GENE-4735,NO,1,2146,2530,1577,1966,1683,1305
GENE-4736,YES,1,0,0,0,0,0,0
GENE-4737,NO,1,0,0,0,0,0,0
GENE-4738,NO,1,0,0,0,0,0,0
GENE-4739,NO,1,0,0,0,0,0,0
GENE-4740,NO,1,0,0,0,0,0,0
GENE-4741,NO,1,0,0,2,0,2,0
GENE-4742,NO,1,1,0,0,0,1,0
GENE-4743,NO,1,159,80,143,143,116,198
GENE-4744,NO,1,0,0,0,0,0,0
GENE-4745,NO,1,0,0,0,0,0,0
GENE-4746,NO,1,0,0,0,0,0,0
GENE-4747,NO,1,0,0,0,0,0,0
GENE-4748,NO,1,0,0,0,0,0,0
GENE-4749,NO,1,0,0,0,0,0,0
GENE-4750,NO,1,710,660,921,706,813,885
GENE-4751,NO,1,33,31,23,32,28,33
GENE-4752,NO,1,2593,2785,2164,2513,2154,2582
GENE-4753,NO,1,0,0,0,0,0,0
GENE-4754,NO,1,0,0,0,0,0,0
GENE-4755,NO,1,7349,10827,7470,6674,10260,9796
GENE-4756,NO,1,0,0,0,0,0,0
GENE-4757,NO,1,0,0,0,0,0,0
GENE-4758,NO,1,0,0,0,0,0,0
GENE-4759,NO,1,0,0,0,0,0,0
GENE-4760,NO,1,0,0,0,0,0,0
GENE-4761,NO,1,0,0,0,0,0,0
GENE-4762,NO,1,0,0,0,0,0,0
GENE-4763,NO,1,0,0,0,0,0,0
GENE-4764,NO,1,0,0,0,0,0,0
GENE-4765,NO,1,4,3,0,3,5,8
GENE-4766,NO,1,4,10,9,9,8,9
GENE-4767,NO,1,0,0,0,0,0,0
GENE-4768,NO,1,273,233,219,206,307,266
GENE-4769,NO,1,0,0,0,0,0,0
GENE-4770,NO,1,0,0,0,0,0,0
GENE-4771,NO,1,0,0,0,0,0,0
GENE-4772,NO,1,34,20,17,15,11,30
GENE-4773,NO,1,0,0,0,0,0,0
GENE-4774,NO,1,0,0,0,0,0,0
GENE-4775,NO,1,0,0,0,0,0,0
GENE-4776,NO,1,0,0,0,0,0,0
GENE-4777,NO,1,0,0,0,0,0,0
GENE-4778,NO,1,1,0,0,0,0,0
GENE-4779,NO,1,0,0,0,0,0,0
GENE-4780,NO,1,1,0,1,0,2,0
GENE-4781,NO,1,75,62,83,93,98,70
GENE-4782,NO,1,0,0,0,0,0,0
GENE-4783,NO,1,0,0,0,0,0,0
GENE-4784,NO,1,0,0,0,0,0,0
GENE-4785,NO,1,2,1,0,0,1,0
GENE-4786,NO,1,10,5,3,1,8,5
GENE-4787,NO,1,0,0,0,0,0,0
GENE-4788,NO,1,0,0,0,0,0,0
GENE-4789,NO,1,0,0,0,0,0,0
GENE-4790,NO,1,0,0,0,0,0,0
GENE-4791,NO,1,0,0,0,0,0,0
GENE-4792,NO,1,463,547,494,610,335,497
GENE-4793,NO,1,169,200,199,205,179,187
GENE-4794,NO,1,0,0,0,0,0,0
GENE-4795,NO,1,77,71,59,93,74,72
GENE-4796,NO,1,0,0,0,0,0,0
GENE-4797,YES,1,0,0,0,0,0,0
GENE-4798,NO,1,0,0,0,0,0,0
GENE-4799,NO,1,0,0,0,0,0,0
GENE-4800,NO,1,0,0,0,0,0,0
GENE-4801,NO,1,124,87,109,122,120,111
GENE-4802,NO,1,0,0,0,0,0,0
GENE-4803,NO,1,1,0,0,3,1,1
GENE-4804,NO,1,0,0,0,0,0,0
GENE-4805,NO,1,346,353,365,272,207,344
GENE-4806,NO,1,0,0,0,0,0,0
GENE-4807,NO,1,0,0,0,0,0,0
GENE-4808,NO,1,0,0,0,0,0,0
GENE-4809,NO,1,0,0,0,0,0,0
GENE-4810,NO,1,0,0,0,0,0,0
GENE-4811,NO,1,353,373,460,591,402,416
GENE-4812,NO,1,871,866,980,1102,1119,1143
GENE-4813,NO,1,92,103,106,70,82,104
GENE-4814,NO,1,0,0,0,0,0,0
GENE-4815,NO,1,0,0,0,0,0,0
GENE-4816,NO,1,1,7,1,0,1,6
GENE-4817,NO,1,580,645,480,473,394,419
